id,section,title,asset_link,filename,scraped_at
56aa0cfaeff77f58afc04f79dd19b444127029b1,media_coverage,15-10 BHIM's monthly transactions triple between January and September,https://www.npci.org.in/uploads/15_10_BHI_Ms_monthly_transactions_triple_between_January_and_September_610f29edc6.webp,15_10_BHI_Ms_monthly_transactions_triple_between_January_and_September_610f29edc6.webp,2026-02-03T09:35:15.890323
26c99936b13f8cb152fb1504e1b0d4aa343b8094,media_coverage,"18-11 CNBC TV18 - Bharat Connect for Business boosts digital payments among MSMEs, says NBBL’s CEO",https://www.npci.org.in/uploads/Bharat_Connect_for_Business_boosts_digital_payments_among_MSM_Es_says_NBBL_s_98fce8c0cc.pdf,Bharat_Connect_for_Business_boosts_digital_payments_among_MSM_Es_says_NBBL_s_98fce8c0cc.pdf,2026-02-03T09:35:18.923876
e2cf4f7ea1721946b3b6aad9aa8f84676d160007,media_coverage,26-11 UPI Circle to net new users BHIM chief,https://www.npci.org.in/uploads/26_11_UPI_Circle_to_net_new_users_BHIM_chief_b091b7332a.webp,26_11_UPI_Circle_to_net_new_users_BHIM_chief_b091b7332a.webp,2026-02-03T09:35:21.973692
aa7bbac8fc8818d67d9a218cd98f48cc4297eb69,media_coverage,"27-11 ETBFSI - NPCI’s Bharat Billpay aims to cover half of India’s households through digital, assisted channels: NBBL CEO Noopur Chaturvedi",https://www.npci.org.in/uploads/NPCI_s_Bharat_Bill_Pay_Aims_to_Digitally_Transform_Half_of_India_s_Households_CEO_Noopur_Chaturvedi_4bb9301a91.pdf,NPCI_s_Bharat_Bill_Pay_Aims_to_Digitally_Transform_Half_of_India_s_Households_CEO_Noopur_Chaturvedi_4bb9301a91.pdf,2026-02-03T09:35:25.005532
ee5683024b29c3c144d10c0350cb2ec2c091589d,media_coverage,28-11 Netbanking switch to provide better visibility into transactions: NBBL CEO,https://www.npci.org.in/uploads/28_11_Netbanking_switch_to_provide_better_visibility_into_transactions_NBBL_CEO_a058c60497.webp,28_11_Netbanking_switch_to_provide_better_visibility_into_transactions_NBBL_CEO_a058c60497.webp,2026-02-03T09:35:28.056693
7ebae73e5431646d2a540fea7e8924e573093e6c,media_coverage,28-11 NBBL targets 1 billion monthly transactions,https://www.npci.org.in/uploads/28_11_NBBL_targets_1_billion_monthly_transactions_8ce28c176f.webp,28_11_NBBL_targets_1_billion_monthly_transactions_8ce28c176f.webp,2026-02-03T09:35:31.088566
b4a1d9c3c4502297bf3c150ff18cc694d51b3816,media_coverage,28-11 Netbanking switch to provide better visibility into transactions: NBBL CEO,https://www.npci.org.in/uploads/NPCI_Press_Release_Ru_Pay_JCB_cardholders_can_now_avail_25_cashback_for_in_store_purchases_54cda18d9d.pdf,NPCI_Press_Release_Ru_Pay_JCB_cardholders_can_now_avail_25_cashback_for_in_store_purchases_54cda18d9d.pdf,2026-02-15T22:28:55.268076
0b507e9dda692ed8a3069fc7d9e40995f9156f8c,media_coverage,28-11 NBBL targets 1 billion monthly transactions,https://www.npci.org.in/uploads/Media_Statement_Regarding_Cheque_Clearance_8d6a0245de.pdf,Media_Statement_Regarding_Cheque_Clearance_8d6a0245de.pdf,2026-02-15T22:28:58.299253
54fdbb4f60c40369aab78faa8a32dd757093955d,press_release,NPCI Extends ‘UPI One World’ Wallet Service to International Delegates at the India AI Impact Summit 2026,https://www.npci.org.in/uploads/NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_ce677e0be6.pdf,NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_ce677e0be6.pdf,2026-02-16T10:37:36.402902
939720be83855defa40f8e2522f304a991f4b83e,press_release,"NPCI announces FiMI, a domain-specific AI language Model built for India’s payments ecosystem",https://www.npci.org.in/uploads/NPCI_announces_Fi_MI_a_domain_specific_AI_language_Model_built_for_India_s_payments_ecosystem_fbc0ab607b.pdf,NPCI_announces_Fi_MI_a_domain_specific_AI_language_Model_built_for_India_s_payments_ecosystem_fbc0ab607b.pdf,2026-02-17T09:52:50.456884
3bca6b56e66e71c47ab6dbaddf57bc19da508f00,press_release,NPCI Extends ‘UPI One World’ Wallet Service to International Delegates at the India AI Impact Summit 2026,https://www.npci.org.in/uploads/NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_f1b7e11410.pdf,NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_f1b7e11410.pdf,2026-02-17T09:52:53.485933
60666b486c8fe6a54e5bd0fd3f844453ea2bff54,press_release,"NPCI Press Release - NPCI announces FiMI, a domain-specific AI language Model built for India’s payments ecosystem",https://www.npci.org.in/uploads/NPCI_announces_Fi_MI_a_domain_specific_AI_language_Model_built_for_India_s_payments_ecosystem_fce0d71c70.pdf,NPCI_announces_Fi_MI_a_domain_specific_AI_language_Model_built_for_India_s_payments_ecosystem_fce0d71c70.pdf,2026-02-18T05:11:44.551791
3c93a2431ec461d4f9a0af3d9d48704bd9991853,press_release,NPCI Press Release - NPCI Extends ‘UPI One World’ Wallet Service to International Delegates at the India AI Impact Summit 2026,https://www.npci.org.in/uploads/NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_f1b7e11410.pdf,NPCI_Extends_UPI_One_World_Wallet_Service_to_International_Delegates_at_the_India_AI_Impact_Summit_2026_f1b7e11410.pdf,2026-02-18T05:11:47.596377
454f3d2c7ba2d5ce65cd2fb9e2089cc155e455ac,press_release,NPCI Advances India’s Sovereign AI Infrastructure for Digital Payments With NVIDIA,https://www.npci.org.in/uploads/NPCI_Advances_India_s_Sovereign_AI_Infrastructure_for_Digital_Payments_With_NVIDIA_e2d466efed.pdf,NPCI_Advances_India_s_Sovereign_AI_Infrastructure_for_Digital_Payments_With_NVIDIA_e2d466efed.pdf,2026-02-18T09:39:13.276009
39cc800b56d5419addc12e6e6fe3f03c611b5716,press_release,NPCI Advances India’s Sovereign AI Infrastructure for Digital Payments With NVIDIA,https://www.npci.org.in/uploads/NPCI_Advances_India_s_Sovereign_AI_Infrastructure_for_Digital_Payments_With_NVIDIA_7305ed3754.pdf,NPCI_Advances_India_s_Sovereign_AI_Infrastructure_for_Digital_Payments_With_NVIDIA_7305ed3754.pdf,2026-02-20T04:48:17.404217
